,EV to EBIT,Acquiror Cash LTM,Target Volatility 30,Target Vol jump 30,Target Volatility 14,Target Vol jump 14,Target Volatility 30 Shift,Target Vol jump 30 Shift,Target Volatility 14 Shift,Target Vol jump 14 Shift,Acquiror Volatility 30,Acquiror Vol jump 30,Acquiror Volatility 14,Acquiror Vol jump 14,Acquiror Volatility 30 Shift,Acquiror Vol jump 30 Shift,Acquiror Volatility 14 Shift,Acquiror Vol jump 14 Shift,cap,cap_diff,Offer EP,Past EP,Offer BP,Past BP,Offer/Current Price Diff,price premium,price jump,rolling_price_premium,price_premium_diff,rolling_mean_long,rolling_mean_medium,rolling_mean_short,Democrat,First Time,Experienced,Frequent,Investor,Investor Group,Shareholders,nation diff,industry diff,fama_ind,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,year,new_Status
6750,25.596,,,,,,,,,,,,,,,,,,43.498000000000005,,0.04615384615384615,0.046875,0.3846153846153846,0.390625,-0.006692307692307664,0.016625,0.008812500000000001,0.31919802480632525,-0.30257302480632525,0.8,0.78,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6751,44.938,141.29,,,,,,,,,,,,,,,,,2856.4302,-539.1612,0.022372050260496476,0.03129912819779906,0.31157421595668605,0.4359011004716307,-0.13026979262437421,0.4000281549235386,0.2163780191510648,0.31932141015329213,0.08070674477024647,0.8,0.78,0.7666666666666667,-1,-1,1,-1,-1,-1,-1,1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6752,99.793,,,,,,,,,,,,,,,,,,15201.4725,,0.01382716049382716,0.015209125475285171,0.42633744855967076,0.46894803548795944,0.006432098765432159,0.10094568169473128,0.10692069527430748,0.319021192880071,-0.21807551118533974,0.8,0.78,0.7666666666666667,-1,-1,-1,-1,-1,1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6753,,850.49,0.503966,0.44957775323300675,0.711951,0.44587200000000005,0.49783599999999995,-0.012163518967549525,0.708665,0.711951,,,,,,,,,334.20799999999997,17151.015000000003,-0.14464285714285716,-0.1542857142857143,0.07142857142857144,0.0761904761904762,0.051000000000000045,0.06766666666666665,0.12099999999999989,0.31897313873455496,-0.2513064720678883,0.8,0.79,0.7666666666666667,-1,-1,1,-1,-1,-1,-1,1,1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6754,15.039,,,,,,,,,,,,,,,,,,366.14500000000004,,0.03395348837209302,0.039587852494577004,0.5069767441860465,0.5911062906724511,0.04053488372093039,0.1669436008676789,0.21303904555314535,0.3188012032806171,-0.15185760241293822,0.8,0.8,0.7666666666666667,-1,-1,-1,-1,-1,1,-1,1,-1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,-1
6755,15.314,,0.766288,1.2380560179911795,1.025994,0.360168,0.755185,-0.014489330382310484,1.0320559999999999,1.025994,,,,,,,,,6947.1675000000005,,0.040113960113960116,0.046585494970884066,0.21082621082621084,0.2448385389094759,-0.028401709401709385,0.16232874536791952,0.1281836950767602,0.3175143068285818,-0.15518556146066226,0.796,0.79,0.7333333333333333,-1,-1,1,-1,-1,-1,-1,1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2007,1
6756,23.191,386.8,,,,,,,,,,,,,,,,,638.505,6357.699,0.02984126984126984,0.04355885078776645,0.44126984126984126,0.644114921223355,-0.0015396825396825076,0.4606848934198332,0.4569777571825767,0.31959674178303515,0.14108815163679805,0.796,0.79,0.7333333333333333,-1,-1,1,-1,-1,-1,-1,1,1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6757,20.184,,,,,,,,,,0.123554,-0.03676619630466982,0.081554,0.077312,0.12345,-0.000841737216116023,0.080954,0.081554,5162.400000000001,,0.034444444444444444,0.036773428232502965,0.28611111111111115,0.3054567022538553,-0.01650000000000007,0.06861565836298944,0.04993238434163694,0.3187384804142387,-0.25012282205124925,0.796,0.79,0.7333333333333333,-1,-1,-1,-1,-1,1,-1,1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6758,20.334,,0.384031,0.5023335145898453,0.485911,0.26855,0.401107,0.044465160364657974,0.545128,0.485911,,,,,,,,,1164.72,,0.022500000000000003,0.0254957507082153,0.24166666666666667,0.2738432483474976,0.22183333333333344,0.1341444759206799,0.38438054768649665,0.31814233431567296,-0.18399785839499305,0.796,0.79,0.7333333333333333,-1,1,-1,-1,-1,-1,-1,1,-1,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,-1
6759,11.733,,,,,,,,,,,,,,,,,,6802.0,99656.982,0.0493854748603352,0.05729099157485418,0.3206703910614525,0.3720025923525599,-0.007379888268156387,0.1610777705767984,0.1513564484769928,0.3177413988351937,-0.1566636282583953,0.792,0.78,0.7,-1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6760,26.846,,0.477767,-0.0007132279735958535,0.694765,0.694633,0.494853,0.03576220207758163,0.71043,0.694765,0.100367,0.02540866366979988,0.077686,0.063597,0.09532,-0.0502854523897297,0.075769,0.077686,127.18750000000001,,0.0016,0.0021598272138228943,0.176,0.23758099352051837,-0.119,0.3508920086393089,0.1889049676025919,0.3179311260593312,0.0329608825799777,0.796,0.78,0.7,-1,1,-1,-1,-1,-1,-1,1,-1,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,-1
6761,49.507,484.4,,,,,,,,,,,,,,,,,1494.744,1053.956,0.013222331047992166,0.01809247263792718,0.15997388181521385,0.21889658253294617,-0.07147796278158669,0.36932700469064084,0.2701534509716327,0.3188973292823567,0.050429675408284136,0.792,0.78,0.6666666666666666,-1,1,-1,-1,-1,-1,-1,-1,1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6762,,,,,,,,,,,0.44217399999999996,0.6953484448806821,0.650702,0.343516,0.49018500000000004,0.10857942800797904,0.744876,0.650702,300.9175,,-2.2,-1.8786337209302326,0.7659574468085106,0.6540697674418605,0.2690851063829788,-0.14507558139534882,0.08384883720930236,0.3171646320446009,-0.4622402134399497,0.792,0.79,0.7,-1,1,-1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6763,17.969,,,,,,,,,,,,,,,,,,7872.55,,0.027428571428571427,0.03511338697878566,0.2857142857142857,0.365764447695684,-0.10414285714285709,0.281175566934894,0.14657425018288228,0.3169520009790071,-0.035776434044113126,0.792,0.79,0.7,-1,1,-1,-1,-1,-1,-1,1,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6764,25.795,180.94,0.28968499999999997,0.3934532685554859,0.37554,0.266499,0.282837,-0.023639470459291823,0.380042,0.37554,,,,,,,,,326.2304,1518.5296,0.029019980970504282,0.03633114949374628,0.29019980970504283,0.3633114949374628,-0.07369077069457663,0.2529356759976177,0.15942763549731975,0.3174888047858292,-0.06455312878821151,0.792,0.8,0.7333333333333333,-1,-1,1,-1,-1,-1,-1,1,-1,8,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6765,,,,,,,,,,,,,,,,,,,120.79939999999999,1218.2486,,,,,-0.03855648786335031,0.33847494989979954,0.28556913827655295,0.31840332349952477,0.020071626400274767,0.792,0.8,0.7333333333333333,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6766,,,,,,,,,,,,,,,,,,,107.6315,161.57149999999996,,,,,-0.001327385570209505,-0.002863987635239429,-0.005182380216383287,0.3179524864630802,-0.32081647409831965,0.796,0.8,0.7333333333333333,-1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6767,116.116,,,,,,,,,,,,,,,,,,339.7425,,-0.06268041237113402,-0.07569721115537849,0.11546391752577319,0.13944223107569723,-0.009309278350515426,0.2086693227091635,0.19621912350597615,0.3181574575392276,-0.10948813483006409,0.8,0.8,0.7666666666666667,-1,1,-1,-1,-1,-1,-1,1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2007,1
6768,19.631,714.9,,,,,,,,,,,,,,,,,3673.2084,3314.1106000000004,0.019801980198019802,0.02373887240356083,0.6683168316831684,0.8011869436201781,-0.07325742574257421,0.19981305637982183,0.11079228486646897,0.3146347800050427,-0.11482172362522086,0.8,0.81,0.8,-1,-1,1,-1,-1,-1,-1,-1,1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2007,1
6769,,,0.5935239999999999,0.95571401269268,0.787146,0.284611,0.596429,0.004894494578146835,0.8190069999999999,0.787146,0.20594,0.01901562121159639,0.20416800000000002,0.185912,0.278341,0.3515635622025832,0.36950700000000003,0.20416800000000002,58.800000000000004,,-0.8133333333333334,-0.8840579710144928,1.0,1.0869565217391306,-0.09899999999999998,0.0879565217391306,-0.020739130434782482,0.3118240157836291,-0.22386749404449852,0.8,0.81,0.8,-1,-1,-1,-1,-1,1,-1,1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2007,1
6770,,161.59,,,,,,,,,,,,,,,,,187.869,208.41600000000003,-0.1272727272727273,-0.14093959731543623,0.9090909090909092,1.0067114093959733,-0.04748484848484835,0.10838255033557032,0.05469127516778538,0.31002301638995583,-0.20164046605438551,0.804,0.81,0.8,-1,1,-1,-1,-1,-1,-1,1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2007,1
6771,,,,,,,,,,,,,,,,,,,64.17,42.66799999999999,,,,,-0.10769565217391308,0.4887102199223802,0.3270025873221215,0.3109738572696453,0.17773636265273485,0.804,0.81,0.8,-1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6772,273.365,,,,,,,,,,,,,,,,,,387.5784,25188.1706,0.013436249285305889,0.01313950237629298,0.4917095483133219,0.4808498741962538,-0.013293882218410547,-0.021085546547386258,-0.03506374056471917,0.31017963273051463,-0.3312651792779009,0.808,0.81,0.8,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6773,7.526,14.81,0.5401239999999999,0.014574586984493543,0.702593,0.736988,0.534141,-0.01107708600247348,0.722251,0.702593,,,,,,,,,628.4364,599.2916,0.08840353614144565,0.10059171597633136,0.4784191367654706,0.5443786982248521,-0.029681227249089948,0.1388698224852073,0.10395857988165702,0.3103501596395031,-0.17148033715429578,0.808,0.81,0.8,-1,1,-1,-1,-1,-1,-1,1,1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6774,9.872,,,,,,,,,,,,,,,,,,522.33,,0.06840579710144927,0.06708357021034679,0.42898550724637685,0.42069357589539513,-0.016391304347826097,-0.01832916429789655,-0.03538430926662883,0.3096207555071624,-0.32794991980505894,0.808,0.81,0.8,-1,1,-1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6775,39.603,,,,,,,,,,,,,,,,,,39.8212,155.58679999999998,0.03064699205448354,0.04265402843601896,0.5164585698070374,0.7187993680884676,-0.037024971623155545,0.39278515007898906,0.33986255924170605,0.3105017036388591,0.08228344644012997,0.812,0.81,0.8,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6776,16.945,,,,,,,,,,,,,,,,,,713.1365000000001,,,,0.14022140221402213,0.09849663037843442,0.4991549815498154,-0.2965635044064281,0.05335873509590472,0.30561914192892575,-0.6021826463353539,0.816,0.81,0.8,-1,-1,-1,-1,-1,1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6777,18.147,,,,,,,,,,,,,,,,,,5732.52,,0.03686567164179105,0.0482987876417677,0.16865671641791047,0.22096206491982792,-0.06511940298507457,0.31112905748924524,0.2245041063746579,0.30598160937839486,0.005147448110850383,0.816,0.81,0.8333333333333334,-1,1,-1,-1,-1,-1,-1,1,-1,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,-1
6778,18.585,,,,,,,,,,,,,,,,,,125.85999999999999,,0.0006451612903225806,0.0007251631617113851,-1.0516129032258066,-1.1820159535895578,-0.06867741935483873,0.12500290065264685,0.046685279187817286,0.30546508965268465,-0.1804621890000378,0.812,0.81,0.8,-1,1,-1,-1,-1,-1,-1,1,1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,2007,1
6779,18.438,829.38,,,,,,,,,,,,,,,,,222.9975,2905.3305,0.03919191919191919,0.057703747769185014,0.34747474747474744,0.5116002379535991,-0.03011111111111109,0.47333789411064864,0.4275318262938729,0.3065281864028724,0.16680970770777626,0.816,0.81,0.8333333333333334,-1,1,-1,-1,-1,-1,-1,1,1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2007,1
6780,33.077,57.73,,,,,,,,,0.19212,0.0033895472421412443,0.209373,0.20875100000000002,0.19225799999999998,0.0007183010618361241,0.21260199999999999,0.209373,420.7882,24.57679999999999,0.05874499332443257,0.052600119545726236,0.4672897196261682,0.41841004184100417,0.20727503337783715,-0.10360251046025104,0.08109563658099217,0.3051692457114431,-0.40877175617169415,0.816,0.81,0.8666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6781,11.948,33.05,,,,,,,,,,,,,,,,,1240.965,-658.8199999999999,0.04238532110091743,0.04657258064516129,0.3211009174311927,0.35282258064516125,-0.02248623853211007,0.09979032258064524,0.07398387096774195,0.3048196352455255,-0.20502931266488028,0.816,0.81,0.8666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2007,-1
6782,670.403,7888.02,0.34834299999999996,-0.016205331548431068,0.46934799999999993,0.483295,0.33274000000000004,-0.04479205840220679,0.469683,0.46934799999999993,0.511357,0.26074521879984913,0.6413840000000001,0.5031680000000001,0.540013,0.05603912726334048,0.655796,0.6413840000000001,725.2199999999999,46346.558,0.006176470588235294,0.007049345417925478,0.16176470588235295,0.18462571332661967,-0.013117647058823456,0.1423225914736489,0.1262098019469623,0.30436610503425576,-0.16204351356060687,0.812,0.81,0.8333333333333334,-1,-1,1,-1,-1,-1,-1,-1,1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6783,20.486,,0.246579,0.017836356281319965,0.23045100000000002,0.220652,0.24800500000000003,0.005783136439031944,0.194141,0.23045100000000002,,,,,,,,,5163.599999999999,,0.036153846153846154,0.04338995568685377,0.06307692307692307,0.07570162481536188,-0.029461538461538428,0.20114771048744473,0.16458936484490405,0.30441584263388477,-0.10326813214644004,0.812,0.81,0.8333333333333334,-1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6784,28.81,466.23,0.56177,2.0490048684646154,0.798107,0.205341,0.5607340000000001,-0.001844171102052261,0.77279,0.798107,,,,,,,,,2029.3180000000002,13898.903999999999,0.02389078498293515,0.02771179730799683,0.22866894197952217,0.26524148851939827,-0.028010238907849927,0.1609366587490103,0.12728661916072836,0.3040543480607716,-0.14311768931176128,0.812,0.82,0.8333333333333334,-1,-1,1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6785,44.573,,,,,,,,,,,,,,,,,,1265.92,,0.012608695652173912,0.014979338842975205,0.23043478260869565,0.2737603305785124,-0.011608695652173928,0.18901652892561993,0.17403719008264462,0.3032083701666941,-0.11419184124107418,0.812,0.82,0.8666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6786,13.763,,0.637957,-0.002370702125030988,0.852591,0.858714,0.649985,0.018853935296579527,0.8407379999999999,0.852591,,,,,,,,,243.612,,0.04378109452736318,0.06184118060435699,0.8208955223880596,1.1595221363316937,-0.056711442786069655,0.4135087842586086,0.3319908643710471,0.304616037995133,0.10889274626347561,0.812,0.83,0.8666666666666667,-1,1,-1,-1,-1,-1,-1,1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2007,1
6787,,,,,,,,,,,,,,,,,,,279.565,,-0.004743083003952569,-0.005323868677905945,0.36758893280632415,0.41259982253771077,-0.010857707509881465,0.12344897959183687,0.11013930789707194,0.2991058339135003,-0.17565685432166345,0.812,0.83,0.8666666666666667,-1,1,-1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6788,,,,,,,,,,,,,,,,,,,56.1581,812.1729,,,,,-0.05975882196869198,0.4450613026819922,0.35732183908045967,0.30049625235257477,0.1445650503294174,0.812,0.83,0.8666666666666667,-1,-1,1,-1,-1,-1,-1,1,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6789,11.795,1765.66,,,,,,,,,,,,,,,,,4503.8550000000005,60179.528,0.06,0.07644166294143942,0.7087719298245614,0.9029950827000446,-0.07794736842105265,0.275027715690657,0.1744465802413947,0.3009196359426101,-0.025891920251953138,0.812,0.84,0.9,-1,1,-1,-1,-1,-1,-1,-1,1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6790,,161.24,0.18929200000000002,-0.10301755184047923,0.18236,0.180783,0.567852,1.9998732117574964,0.78628,0.18236,,,,,,,,,256.62,816.592,,,,,-0.05042857142857138,0.051000000000000045,-0.0029999999999998916,0.3004008561523337,-0.24940085615233365,0.812,0.84,0.9,-1,-1,1,-1,-1,-1,-1,1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6791,71.538,22165.19,,,,,,,,,0.111872,-0.22203600809451962,0.105928,0.10561300000000001,0.11118800000000001,-0.006114130434782483,0.109446,0.105928,3372.36,126591.959,0.011508379888268156,0.019826756496631376,0.06927374301675977,0.11934552454282964,-0.14503351955307253,0.723810394610202,0.4722223291626565,0.30295247508926504,0.420857919520937,0.812,0.84,0.9333333333333333,-1,-1,1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,2007,1
6792,14.813,934.92,,,,,,,,,0.16899,-0.01882914424065074,0.160712,0.19505999999999998,0.255825,0.5138469731936803,0.34562800000000005,0.160712,5602.975,,0.060198019801980196,0.08042328042328042,0.26534653465346536,0.35449735449735453,-0.03820792079207913,0.33697883597883604,0.28459788359788385,0.3020841674647452,0.03489466851409084,0.812,0.84,0.9333333333333333,-1,-1,1,-1,-1,-1,-1,-1,1,9,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,-1
6793,,41.46,0.311892,0.020185070701718155,0.391441,0.367707,0.306969,-0.015784309953445486,0.393642,0.391441,,,,,,,,,112.056,41.355000000000004,-0.07946026986506748,-0.09962406015037593,0.2098950524737631,0.2631578947368421,-0.07396251874062965,0.2547593984962405,0.16077443609022557,0.30190836536407367,-0.04714896686783315,0.812,0.84,0.9,-1,1,-1,-1,-1,-1,-1,1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6794,,459.77,,,,,,,,,,,,,,,,,2335.8,893.518,,,,,-0.04300000000000004,0.15662403697996907,0.10577657935285056,0.299857875730003,-0.14323383875003393,0.812,0.84,0.9,-1,-1,1,-1,-1,-1,-1,1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2007,1
6795,16.608,,,,,,,,,,0.306448,-0.018628408563239662,0.26604099999999997,0.32322,0.33347,0.08817809220487649,0.33069499999999996,0.26604099999999997,1650.57,4399.159000000001,0.049729729729729735,0.0651558073654391,0.4027027027027027,0.5276203966005666,-0.05062162162162154,0.3111983002832862,0.24356373937677078,0.3006561989178087,0.010542101365477508,0.812,0.84,0.9,-1,-1,1,-1,-1,-1,-1,1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2007,1
6796,20.644,222.0,,,,,,,,,0.18575,0.11040040171686138,0.23694899999999997,0.204007,0.181951,-0.02045222072678332,0.227602,0.23694899999999997,1729.3700000000001,8305.536999999998,0.03150684931506849,0.033236994219653176,0.3205479452054794,0.338150289017341,-0.029410958904109608,0.05591329479768781,0.023832369942196396,0.30101870923985663,-0.24510541444216882,0.812,0.84,0.9,-1,-1,1,-1,-1,-1,-1,1,1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6797,15.959,,,,,,,,,,0.238337,0.025250895826074204,0.197042,0.21471300000000001,0.238313,-0.00010069775150312044,0.19686099999999998,0.197042,1861.65,,,,0.3031746031746032,0.3815421494206952,-0.04963492063492059,0.25948981222532963,0.1957662804634438,0.3007193351554246,-0.041229522930094964,0.812,0.84,0.9,-1,-1,1,-1,-1,-1,-1,1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2007,1
6798,39.158,103.7,,,,,,,,,,,,,,,,,3557.4455000000003,914.3664999999996,0.013949388683537104,0.020049039640375972,0.10235996588001137,0.14711892112791175,-0.21566192777935744,0.4382701266857377,0.12686841029832452,0.30215705809387833,0.1361130685918594,0.812,0.84,0.9,-1,-1,1,-1,-1,-1,-1,-1,1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2007,1
6799,14.62,,,,,,,,,,,,,,,,,,454.77,,0.1896774193548387,0.20331950207468877,0.2709677419354839,0.29045643153526973,0.041000000000000036,0.07292254495159056,0.11579944674965426,0.30191024663074933,-0.22898770167915877,0.812,0.85,0.9,-1,1,-1,-1,-1,-1,-1,1,1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2007,-1
