DATE,COMNAM,NCUSIP,PERMNO
19870821,MCCAW CELLULAR COMMS INC,57946810,11626
19880205,MCCLATCHY NEWSPAPERS,57948910,75261
19980320,MCCLATCHY CO,57948910,75261
20160607,MCCLATCHY CO,57948930,75261
20040720,MCCORMICK & SCHMICKS SEAFOOD RES,57979310,90286
19861217,MCDANIEL AUSTIN CORP,58003010,10956
20000809,MCDATA CORP,58003110,88543
20010208,MCDATA CORP,58003120,88911
19821231,MCDERMOTT INTERNATIONAL INC,58003710,64629
19830720,MCDONALD & CO INVTS INC,58004710,65357
19680102,MCDONNELL DOUGLAS CORP,58016910,26729
19760601,MCFARLAND ENERGY INC,58043210,52135
19930319,MCGAW INC,58047110,78989
20011129,M C G CAPITAL CORP,58047P10,89210
19841113,MCGRATH RENTCORP,58058910,89915
19991022,M C K COMMUNICATIONS,58124310,87332
19941201,MCKESSON CORP NEW,58155710,81061
19990113,MCKESSON H B O C INC,58155Q10,81061
19990505,MCLAREN AUTOMOTIVE GROUP INC,58175910,11840
20000420,MCLAREN PERFORMANCE TECHS INC,58175910,11840
19960611,MCLEOD INC,58226610,83674
19970602,MCLEODUSA INC,58226610,83674
20020418,MCLEODUSA INC,58226670,89354
19981118,MCMORAN EXPLORATION CO NEW,58241110,80557
19940610,MCMORAN OIL & GAS CO NEW,58244510,80557
19990209,MCNAUGHTON APPAREL GROUP INC,58252410,80344
19940502,MCWHORTER TECHNOLOGIES INC,58280310,80423
19680102,MEAD CORP,58283410,19895
20090211,MEAD JOHNSON NUTRITION CO,58283910,92890
19970409,MEADE INSTRUMENTS CORP,58306210,84746
20090810,MEADE INSTRUMENTS CORP,58306220,84746
19951017,MEADOW VALLEY CORP,58318510,82507
19951121,MEADOWBROOK INSURANCE GROUP INC,58319P10,82644
19971125,MEADOWCRAFT INC,58320410,85618
20020130,MEADWESTVACO CORP,58333410,21186
19880928,MEASUREMENT SPECIALTIES INC,58342110,12217
19721214,MEASUREX CORP,58343210,59942
19960626,MECHANICS SAVINGS BANK,58349210,83675
19980102,MECHANICAL FINANCIAL INC,58349210,83675
19960515,MECHANICAL DYNAMICS INC,58352110,83528
19840418,MEDCO CONTAINMENT SVCS INC,58390510,52258
19910620,MEDAREX INC,58391610,76706
19931210,MED WASTE INC,58392110,79999
19950606,MED DESIGN CORP,58392610,81721
19960523,MEDALLION FINANCIAL CORP,58392810,83565
19940211,MECKLERMEDIA CORP,58400710,80253
19951207,MECON INC,58400M10,82723
19700515,MEDALIST INDUSTRIES INC,58402010,50577
19911009,MEDAPHIS CORP,58402810,77032
20071213,MEDASSETS INC,58404510,92464
20010724,MEDCATH CORPORATION,58404W10,89040
19841108,MEDCO RESEARCH INC,58405910,89931
20030820,MEDCO HEALTH SOLUTIONS INC,58405U10,89813
19890707,MEDCROSS INC,58406610,75955
19930323,MEDCROSS INC,58406640,78988
19990202,MEDE AMERICA CORP,58406710,86726
20061213,MEDECISION INC,58406P10,91671
19800227,MEDEX INC,58410510,52346
19971126,MEDFORD BANCORP INC,58413110,10122
19940803,MEDIA ARTS GROUP INC,58439C10,80796
19700803,MEDIA GENERAL INC,58440410,50972
19980615,MEDIAONE GROUP INC,58440J10,88388
19961203,MEDIA 100 INC,58440W10,87207
19990507,MEDIA METRIX INC,58440X10,86902
20141222,MEDIA GENERAL INC NEW,58441K10,50972
19970130,MEDIALINK WORLDWIDE INC,58445P10,84426
19991119,MEDIAPLEX INC,58446B10,87399
20000204,MEDIACOM COMMUNICATIONS CORP,58446K10,87618
19920805,MEDIC COMPUTER SYSTEMS INC,58447210,77832
20100811,MEDIAMIND TECHNOLOGIES INC,58449C10,12081
19860722,MEDICAL ACTION INDS INC,58449L10,10507
19961011,MEDICAL ALLIANCE INC,58449S10,84097
19970602,MEDICAL ASSURANCE INC,58449U10,76838
19840307,MEDICAL CARE INTERNATIONAL INC,58450510,52434
19920910,MEDICAL CARE AMERICA INC,58450C10,77896
19900424,MEDICAL DEPOT INC,58455710,76389
19920205,MEDICAL DIAGNOSTICS INC,58456B10,77322
19850423,MEDICAL IMAGING CENTERS OF AMER,58457810,89950
19961030,MEDICAL INDS OF AMERICA INC,58457T10,77931
19961101,MEDICAL INDS OF AMERICA INC,58457T20,77931
19890626,MEDICAL INNOVATIONS INC,58458C10,75785
19950103,MEDICAL MANAGEMENT INC,58461A10,79719
19970130,MEDICAL MANAGER CORP,58461C10,84429
19881019,MEDICAL MANAGEMENT AMERICA INC,58461H10,75374
19900911,MEDICAL MANAGEMENT AMERICA INC,58461H20,75374
19900314,MEDICAL NUTRITION INC,58461K10,76390
19870310,MEDICAL PROPERTIES INC,58461M10,72274
19930325,MEDICAL RESOURCE COS AMERICA,58461P10,79066
19951201,MEDICAL RESOURCE COS AMERICA,58461P20,79066
19920903,MEDICAL RESOURCES INC,58461Q10,77883
19980727,MEDICAL RESOURCES INC,58461Q40,77883
19990726,MEDICAL MANAGER CORP NEW,58461U10,75608
19830926,MEDICAL STERILIZATION INC,58462210,52506
20020418,MEDICAL STAFFING NETWK HLDGS,58463F10,89370
19991210,MEDICALOGIC INC,58464210,87502
20000519,MEDICALOGIC MEDSCAPE INC,58464210,87502
19831216,MEDICINE SHOPPE INTL INC,58468610,52557
20000808,MEDICINES COMPANY,58468810,88545
20061207,MEDICINOVA INC,58468P20,91672
19900328,MEDICIS PHARMACEUTICAL CORP,58469010,76391
19951024,MEDICIS PHARMACEUTICAL CORP,58469030,76391
19910508,MEDIMMUNE INC,58469910,76656
19990406,MEDICONSULT COM INC,58469J10,86834
19810608,MEDICAL DYNAMICS INC,58490010,52565
19881012,MEDICAL DYNAMICS INC,58490040,52565
19810427,MEDIQ INC,58490610,62914
19810602,MEDICAL GRAPHICS CORP,58490710,52581
19830112,MEDCHEM PRODUCTS INC,58491110,52602
19830711,MEDITECH PHARMACEUTICALS INC,58491310,52637
19860317,MEDICORE INC,58493110,69542
19910925,MEDIVATORS INC,58494110,76952
19910326,MEDICAL MARKETING GROUP INC,58494310,76589
19910806,MEDIWARE INFORMATION SYS INC,58494610,76945
19920505,MEDQUIST INC,58494910,77575
19920716,MEDRAD INC,58495010,77786
19930518,MEGATEST CORP,58495810,79177
19940630,MEDISENSE INC,58496010,80649
19951201,MEDPARTNERS MULLIKIN INC,58496810,81262
19960301,MEDICUS SYSTEMS CORP NEW,58497010,83289
19970519,MEDTOX SCIENTIFIC INC,58497710,87637
19990224,MEDTOX SCIENTIFIC INC,58497720,87637
20060315,MEDIVATION INC,58501N10,91141
19851009,MEDITRUST CORP,58501T10,89982
19971006,MEDITRUST CORP,58501T20,89982
19971106,MEDITRUST CORP,58501T30,85619
19960906,MEDPARTNERS INC NEW,58503X10,81262
19990928,MEDSCAPE INC,58504610,87246
19940524,MEDPLUS INC OHIO,58504P10,80552
19831109,MEDSTAT SYSTEMS INC,58505110,52696
19930226,MEDSTAT GROUP INC,58505110,52696
19721214,MEDTRONIC INC,58505510,60097
19950925,MEDSTONE INTERNATIONAL INC NEW,58505C10,11899
20020327,MEDSOURCE TECHNOLOGIES INC,58505Y10,89322
19680102,MEDUSA PORTLAND CEM CO,58507210,27035
19720403,MEDUSA CORP,58507210,27035
19881011,MEDUSA CORP,58507230,75407
19951110,MEDWAVE INC,58508110,82593
19990702,M E E M I C HOLDINGS INC,58513510,87113
19981117,MEGABANK FINANCIAL CORP,58515J10,86429
19970916,MEGABIOS CORP,58515T10,85382
19901224,MEGO CORP,58516210,76526
19920611,MEGO FINANCIAL CORP,58516210,76526
19901224,MEGO CORP,58516220,76527
19920611,MEGO FINANCIAL CORP,58516220,76527
19990909,MEGO FINANCIAL CORP,58516230,76526
19961119,MEGO MORTGAGE CORP,58516510,84235
19870806,MELAMINE CHEMICALS INC,58533210,75553
19841001,MELLON BANK CORP,58550910,59379
19991020,MELLON FINANCIAL CORP,58551A10,59379
19850213,MELLON PART MTG TR COML PPTYS,58552310,90043
19680102,MEM INC,58587110,43887
19721214,MEDISCIENCE TECHNOLOGY CORP,58590110,84719
20111209,MEMORIAL PRODUCTION PARTNERS L P,58604810,13163
20040405,MEMORY PHARMACEUTICALS CORP,58606R40,90137
19890710,MEMRY CORP,58626310,90051
20000713,MEMRY CORP,58626320,90051
20071214,MEMSIC INC,58626410,92465
19921201,MEMTEC LTD,58626530,78222
19810908,MEMTEK INC,58626710,52784
19920415,MENS WEARHOUSE INC,58711810,77516
19770907,MENTOR CORP MINN,58718810,52792
19840118,MENTOR GRAPHICS CORP,58720010,52813
19721214,MERCANTILE BANCORPORATION INC,58734210,52821
20050228,MERCANTILE BANCORP INC,58734P10,90560
19990719,MERCANTILE BANK CORP,58737610,87114
19721214,MERCANTILE BANKSHARES CORP,58740510,52840
19680102,MERCANTILE STORES INC,58753310,22891
20000403,MERCATOR SOFTWARE INC,58758710,85218
20031216,MERCER INSURANCE GROUP INC,58790210,89934
19920102,MERCER INTERNATIONAL INC,58805610,75578
19931012,MERCHANTS BANCORP INC IL,58843810,79714
19850906,MERCHANTS BANCSHARES INC,58844810,90086
19861121,MERCHANTS GROUP INC,58853910,75176
19730924,MERCHANTS NATIONAL CORP,58915210,52920
19930701,MERCHANTS NEW YORK BANCORP INC,58916710,52872
19680102,MERCK & CO INC,58933110,22752
20091104,MERCK & CO INC NEW,58933Y10,22752
19891226,MERCURY AIR GROUP INC,58935410,64004
20030618,MERCURY AIR GROUP INC,58935440,64004
19890620,MERCOM INC,58935D10,75769
19980130,MERCURY COMPUTER SYSTEMS,58937810,85738
20121113,MERCURY SYSTEMS INC,58937810,85738
19931029,MERCURY INTERACTIVE CORP,58940510,79718
19970228,MERCURY WASTE SOLUTIONS INC,58941310,84550
19680102,MEREDITH CORP,58943310,42796
20030324,MEREDITH ENTERPRISES INC,58943910,89556
20080325,MERGE HEALTHCARE INC,58949910,85739
19830701,MERIDIAN BANCORP INC,58958010,52944
19950417,MERIDIAN DATA INC,58960110,78998
19860729,MERIDIAN DIAGNOSTICS INC,58960210,10530
19960313,MERIDIAN INDUSTRIAL TRUST INC,58964310,82856
19870319,MERIDIAN INSURANCE GROUP INC,58964410,11187
19961122,MERIDIAN MEDICAL TECHNOLOGIES IN,58965810,73796
19970620,MERIDIAN RESOURCE CORP,58977Q10,68742
19900823,MERISEL INC,58984910,12260
20010214,MERISEL INC NEW,58984920,12260
20010313,MERISEL INC,58984930,12260
19980803,MERISTAR HOSPITALITY CORP,58984Y10,83718
19900510,MERIT MEDICAL SYSTEMS INC,58988910,76392
19911018,MERIDIAN POINT REALTY TR VIII CO,58995410,76249
19950627,MERIT HOLDING CORP,58996410,81723
19960731,MERIDIAN GOLD INC,58997510,75058
19980129,MERGE TECHNOLOGIES INC,58998110,85739
19980803,MERISTAR HOTELS & RESORTS INC,58998810,86226
19971001,MERITOR AUTOMOTIVE INC,59000G10,85349
19960521,MERITAGE HOSPITALITY GROUP INC,59000K10,11185
19930930,MERITRUST FEDERAL SAVINGS BANK,59000X10,79608
19940525,MERIX CORP,59004910,80553
19860424,MERRILL CORP,59017510,10185
19710727,MERRILL LYNCH PIERCE FENNER,59018810,52919
19730516,MERRILL LYNCH & CO INC,59018810,52919
19980811,MERRILL MERCHANTS BANCSHARES INC,59021H10,86332
19821029,MERRIMAC INDUSTRIES INC,59026210,53015
19830706,MERRY GO ROUND ENTERPRISES INC,59043610,53050
19810706,MERRY LAND & INVESTMENT INC,59043810,53058
19920408,MERRY LAND & INVESTMENT CO INC,59043810,53058
19981016,MERRY LAND PROPERTIES INC,59044110,86389
20070125,MERUELO MADDUX PROPERTIES INC,59047310,91740
19960930,MESA AIR GROUP INC NEV,59047910,11162
20100331,MERU NETWORKS INC,59047Q10,93307
19870311,MESA AIRLINES INC,59048110,11162
19950831,MESABA HOLDINGS INC,59066B10,53082
19981217,MESSAGEMEDIA INC,59078710,84312
19840625,MESTEK INC,59082910,19289
19890307,MET CAPITAL CORP,59084610,75718
19851213,MET COIL SYSTEMS CORP,59085010,90107
19721214,MET PRO WATER TREATMENT,59087630,60548
19740603,MET PRO CORP,59087630,60548
19920102,MESA INC,59091110,68566
19951201,META GROUP INC,59100210,82724
19951108,META SOFTWARE INC,59100310,82594
20040616,METABASIS THERAPEUTICS INC,59101M10,90231
19960415,METAL MANAGEMENT INC,59109710,10531
20030307,METAL MANAGEMENT INC,59109720,89700
19950630,METAL RECOVERY TECHNOLOGIES INC,59109810,76442
19880211,METALCLAD CORP,59114210,11901
19990702,METALCLAD CORP,59114220,11901
20141212,METALDYNE PERFORMANCE GROUP INC,59116R10,15105
20050315,METALICO INC,59117610,90614
19721214,METALLURGICAL INTERNATIONAL INC,59126510,53154
19790517,METALLURGICAL INDUSTRIES INC,59126510,53154
19970711,METALS U S A INC,59132410,85247
20030604,METALS U S A INC,59132420,89769
20100409,METALS USA HOLDINGS CORP,59132A10,93323
19980323,METAMOR WORLDWIDE INC,59133P10,82566
20010102,METASOLV INC,59139P10,87400
19951212,METATOOLS INC,59140010,82727
20071102,METAVANTE TECHNOLOGIES INC,59140710,92339
19881018,METCALF & EDDY COMPANIES INC,59142110,12223
19721214,METHODE ELECTRONICS INC,59152010,53189
19820927,METHODE ELECTRONICS INC,59152020,53197
20000405,METLIFE INC,59156R10,87842
19721214,METPATH INC,59159010,59563
19950630,METRA BIOSYSTEMS INC,59159110,81724
19961025,METRIS COMPANIES INC,59159810,84107
19990507,METRIS COS,59159810,84107
19970620,METRIKA SYSTEMS CORP,59159M10,85069
19881104,METRO BANCSHARES INC,59160C10,12224
19920921,METRO BANCSHARES,59160C10,12224
19930603,METRO FINANCIAL CORP,59160P10,79286
19971113,METRO GOLDWYN MAYER INC NEW,59161010,85620
19970130,METRO INFORMATION SERVICES INC,59162P10,84428
19861031,METRO MOBILE CTS INC,59163C10,10801
19890209,METRO MOBILE CTS INC,59163C20,10801
19880505,METRO MOBILE CTS INC,59163C30,11902
19960823,METRO ONE TELECOMMUNICATIONS INC,59163F10,83884
20060707,METRO ONE TELECOMMUNICATIONS INC,59163F20,83884
19861124,METROBANK N A LOS ANGELES,59164510,10880
19930716,METROCALL INC,59164710,79400
20031217,METROCALL HOLDINGS INC,59164X10,89936
19981216,METROCORP BANCSHARES INC,59165010,86531
19961016,METROGOLF INC,59167410,84105
19940929,METROLOGIC INSTRUMENTS INC,59167610,80942
19960614,METROMAIL CORP NEW,59168010,83605
19971029,METROMEDIA FIBER NETWORK INC,59168910,85479
19951102,METROMEDIA INTERNATIONAL GP INC,59169510,25961
20030108,METROMEDIA INTERNATIONAL GRP INC,59169510,25961
20070419,METROPCS COMMUNICATIONS INC,59170810,91937
19890801,METROPOLITAN CIRCUITS INC,59180610,47204
19961029,METROPOLITAN FINANCIAL CORP OH,59189N10,84154
19850301,METROPOLITAN FINANCIAL CORP,59190810,68574
19940408,METROBANCORP,59191310,80459
19900110,METROPOLITAN FEDERAL S&L ASSO WA,59191410,76074
19961017,METRO NETWORKS INC,59191810,84106
19970226,METROPOLITAN HEALTH NETWORKS INC,59214210,84546
19911218,METROVISION NORTH AMERICA INC,59266610,77234
19960613,METROWEST BANK,59266810,10755
19960709,METROWERKS CORP,59266R10,83773
19990528,MEXICAN RESTAURANTS INC,59283R10,83362
19961004,METZLER GROUP INC,59290310,84103
19970910,MEYER FRED INC DEL,59290710,76563
19861023,MEYER FRED INC DEL,59309810,76563
19961112,MIAMI COMPUTER SUPPLY CORP,59326110,84231
19911003,MIAMI SUBS CORP,59373610,74561
19990108,MIAMI SUBS CORP,59373630,74561
19861015,MICHAEL ANTHONY JEWELERS INC,59406010,10761
19970303,MICHAEL FOODS INC,59407910,11291
19840518,MICHAELS STORES INC,59408710,53381
19920721,MICHIGAN FINANCIAL CORP,59448010,77791
19721214,MICHIGAN NATIONAL CORP,59456310,53402
19751001,MICKELBERRY CORP,59478010,58632
19940509,MICKELBERRY COMMUNICATIONS INC,59478010,58632
19940606,MICOM COMMUNICATIONS CORP,59478P10,80645
19941209,MICREL INC,59479310,81162
19940511,MICRION CORP,59479P10,80554
19931008,MICRO COMPONENT TECH INC,59479Q10,79716
19920526,MICRO FOCUS GROUP PUBLIC LTC CO,59483630,77627
19831123,MICRO GENERAL CORP,59483810,53453
20000425,MICRO GENERAL CORP COM NEW,59483830,53453
19941014,MICRO LINEAR CORP,59485010,80993
19810213,MICROS SYSTEMS INC,59490110,53480
19840720,MICRO BIO MEDICS INC,59490310,53496
19910701,MICRO BIO MEDICS INC,59490320,53496
19860313,MICROSOFT CORP,59491810,10107
19880304,MID AM INC,59493010,53720
19921006,MICROTEK MEDICAL INC,59493910,77977
19921030,MICROTEST INC,59494110,78043
19931027,MICROS TO MAINFRAMES INC,59494410,79721
19941215,MICROTEC RESEARCH INC,59495010,81166
19970218,MICRO THERAPEUTICS INC NEW,59500W10,84549
19930319,MICROCHIP TECHNOLOGY INC,59501710,78987
19870519,MICROCOM INC,59501910,11339
19921210,MICRO WAREHOUSE INC,59501B10,78180
19780911,MICRODYNE CORP,59506710,53576
19950623,MICROFIELD GRAPHICS INC,59506W10,81722
19990205,MICROFINANCIAL INC,59507210,86595
19900629,MICROGRAFX INC,59507710,76267
19980213,MICROMUSE INC,59509410,85836
20060508,MICROMET INC,59509C10,89863
19950410,MICRON ELECTRONICS INC,59510010,75993
19861211,MICRON PRODUCTS INC,59511010,70850
19840601,MICRON TECHNOLOGY INC,59511210,53613
19951204,MICRONETICS WIRELESS INC,59512510,11903
20021205,MICRONETICS INC,59512510,11903
19910717,MICRONICS COMPUTERS INC,59512710,76737
19810327,MICROSEMICONDUCTOR CORP,59513710,53640
19830210,MICROSEMI CORP,59513710,53640
19911003,MICROPROSE INC,59513N10,77035
19971001,MIRCOPROSE INC,59513V10,77035
19980512,MICROPROSE INC,59513V20,77035
19920630,MICROTOUCH SYSTEMS INC,59514510,77710
20000804,MICROTUNE INC DEL,59514P10,88575
19960403,MICROWARE SYSTEMS CORP,59515010,83397
20020701,MICROTEK MEDICAL HOLDINGS INC,59515B10,81001
19950929,MICROWAVE POWER DEVICES INC DE,59517M10,82267
20050616,MICRUS ENDOVASCULAR CORP,59518V10,90736
19870626,MID AMERICA RACING STABLES INC,59522310,11461
19721214,MID AMERICAN LINES INC,59522810,53701
19940128,MID AMERICA APT COMMUNITIES INC,59522J10,80183
19940429,MID AMERICA REALTY INVESTMTS INC,59522K10,10978
19930901,MID ATLANTIC REALTY TRUST,59523210,85711
19900307,MID ATLANTIC MEDICAL SVCS INC,59523C10,76177
19900518,MID AMERICAN WASTE SYSTEMS INC,59523F10,76173
19891128,MID COAST BANCORP INC,59526210,76040
19940627,MID CONTINENT BANCSHARES INC KAN,59528210,80642
19921014,MID IOWA FINANCIAL CORP,59540A10,77986
19861222,MID MAINE SAVINGS BANK FSB AUB,59540C10,10981
19971204,MID PENN BANCORP INC,59540G10,85656
19860513,MID SOUTH INSURANCE CO,59543310,10246
19830712,MID STATE BANCORP PA,59543910,53779
19980804,MID STATE BANCSHARES,59544010,86279
19830120,MID STATE FEDERAL SVGS & LN ASSN,59548210,53787
19890501,MID STATE FEDERAL SVGS BANK FL,59548210,53787
19950703,MIDAMERICAN ENERGY CO,59562010,76492
19980130,MIDAS INC,59562610,85770
19990315,MIDAMERICAN ENERGY HLDGS CO NEW,59562V10,11170
19960809,MIDCOAST ENERGY RESOURCES INC,59563W10,83825
19950707,MIDCOM COMMUNICATIONS INC,59563X10,81879
19860911,MIDCONN BANK KENSINGTON CT,59564710,10654
20131107,MIDCOAST ENERGY PARTNERS LP,59564N10,14291
19950929,MIDDLE BAY OIL INC,59567320,82264
19830325,MID AMERICA BANCORP,59591510,53832
19961202,MIDAMERICAN ENERGY HOLDINGS CO,59592010,76492
20070629,MIDDLEBROOK PHARMACEUTICALS INC,59608710,89860
20020515,MIDDLEBURG FINANCIAL CORP,59609410,88635
19870728,MIDDLEBY CORP,59627810,75470
19690806,MIDLAND COMPANY,59748610,48901
19921211,MIDLAND FINANCIAL GROUP INC,59751710,78176
19910517,MIDLAND RESOURCES INC NEW,59771110,76951
19870130,MIDLANTIC CORP,5.98E+14,53891
19950922,MIDWEST EXPRESS HOLDINGS INC,59791110,82235
20040102,MIDWEST AIR GROUP INC,59791110,82235
19871214,MIDSOUTH CORP,59804110,11822
20120420,MIDSTATES PETROLEUM CO INC,59804T10,13349
20150804,MIDSTATES PETROLEUM CO INC,59804T30,13349
20161024,MIDSTATES PETROLEUM CO INC,59804T40,16442
19801204,MIDWAY AIRLINES INC,59813010,53939
19961030,MIDWAY GAMES INC,59814810,84031
19980224,MIDWEST BANC HOLDINGS INC,59825110,85832
19921112,MIDWEST BANCSHARES INC,59825H10,78072
19840501,MIDWEST ENERGY CO,59831910,42817
19920708,MIDWEST FEDERAL FINANCIAL CORP,59832F10,77765
19901108,MIDWEST RESOURCES INC,59837410,76492
20030512,MIDWESTONE FINANCIAL GROUP INC,59851010,80948
19860228,MIKRON INSTRUMENT CO INC,59862R10,75494
20020620,MIKRON INFRARED INC,59862R10,75494
19940526,MIKASA INC,59862T10,80600
19981006,MILACRON INC,59870910,22680
20070516,MILACRON INC,59870930,22680
19830826,MILASTAR CORP,59910010,54069
19721214,MILE HIGH KENNEL CLUB,59920710,54077
19910129,MILESTONE PROPERTIES INC,59935810,76556
19961206,MILESTONE SCIENTIFIC INC,59935P10,82621
20040114,MILESTONE SCIENTIFIC INC,59935P20,82621
19730718,MILGRAY ELECTRONICS INC,59975110,54085
19960507,MILLENNIUM PHARMACEUTICALS INC,59990210,83531
19961002,MILLENNIUM CHEMICALS INC,59990310,83995
19961216,MILLENIA CORP,60036M10,11934
20020206,MILLENNIUM BANKSHARES CORP,60037B10,89308
19881102,MILLER BUILDING SYSTEMS INC,60040410,10307
20120329,MILLENNIAL MEDIA INC,60040N10,13298
19910419,MILLER DIVERSIFIED CORP,60052030,76950
20110412,MILLER ENERGY RESOURCES INC,60052710,93398
19980204,MILLER EXPLORATION COMPANY,60053310,85835
20021011,MILLER EXPLORATION COMPANY,60053320,85835
19721214,MILLER HERMAN INC,60054410,54114
19721214,MILLIPORE CORP,60107310,54181
19940415,MILLS CORP,60114810,80424
19941007,MILTON FEDERAL FINANCIAL CORP,60179510,80992
19690723,MILTON ROY CO,60210810,48805
19850123,MILTOPE GROUP INC,60219110,90211
19861107,MILWAUKEE INSURANCE GROUP INC,60229910,10835
20001106,MINDARROW SYSTEMS,60255110,88789
20030630,MINDSPEED TECHNOLOGIES INC,60268210,89770
20080701,MINDSPEED TECHNOLOGIES INC,60268220,89770
19960314,MINDSPRING ENTERPRISES INC,60268310,83291
19921023,MINERALS TECHNOLOGIES INC,60315810,78015
20040324,MINES MANAGEMENT INC,60343210,90069
19950725,MINIMED INC,60365K10,81882
19940318,MINNESOTA EDUCATIONAL COMP CORP,60400P10,80337
19680102,MINNESOTA MINING & MFG CO,60405910,22592
19680102,MINNESOTA POWER & LIGHT CO,60411010,24248
19980527,MINNESOTA POWER INC,60411010,24248
19860829,MINNTECH CORP,60425810,66393
20000426,MINOLTA Q M S INC,60431210,65032
19871127,MINORCO,60434020,54296
19940926,MINORCO,60434030,54296
20051107,MINRAD INTERNATIONAL INC,60443P10,90996
19940425,MINUTEMAN INTERNATIONAL INC,60454010,11194
19891221,M I P S COMPUTER SYSTEMS INC,60456510,75910
19980630,M I P S TECHNOLOGIES INC,60456710,86180
20000621,M I P S TECHNOLOGIES INC,60456720,88358
19721214,MIRACLE RECREATION EQUIP CO,60461610,54448
19910603,MIRAGE RESORTS INC,6.05E+14,60441
20010122,MIRANT CORP,60467510,88601
19990805,MISSION CRITICAL SOFTWARE INC,60504710,87174
20010517,MISSION RESOURCES CORP,60510910,17559
19890411,MISSION VALLEY BANCORP CA,60519710,75638
19990111,MISSION WEST PPTYS INC MD,60520310,52214
19930708,MISSISSIPPI VALLEY BKSHARES INC,60572010,79406
19950324,MISSISSIPPI VIEW HOLDING CO,60578510,81500
19900531,MR COFFEE INC,60646010,76176
19831028,MR GASKET CO,60646610,54528
19960715,MITCHELL BANCORP INC,60650310,83771
19720728,MITCHELL ENERGY & DEV CORP,60659210,55191
19920625,MITCHELL ENERGY & DEV CORP,60659220,55191
19920625,MITCHELL ENERGY & DEV CORP,60659230,77719
19911025,MITEK SURGICAL PRODUCTS INC,60671F10,77036
20100422,MITEL NETWORKS CORP,60671Q10,93354
19940429,MITY LITE INC,60685010,80460
20000831,MITY ENTERPRISES INC,60685010,80460
20080922,MKTG INC,60688K10,84315
20120125,MMODAL INC,60689B10,12581
19980428,MOBIUS MANAGEMENT SYSTEMS INC,60692510,85993
19760622,MOBIL CORP,60705910,15966
19860110,MOBILE NATIONAL CORP,60740110,10002
19890410,MOBILE TELECOMMUNICATIONS TECHS,60740610,75490
19950630,MOBILEMEDIA CORP,60741510,81720
19910925,MOBLEY ENVIRONMENTAL SVCS INC,60741910,76852
20000630,MOBILITY ELECTRONICS INC,60741U10,88359
20030314,MOD PAC CORP,60749510,89699
19920813,MODAMI SERVICES INC,60749810,77849
19940617,MODEL IMPERIAL INC,60752410,80647
19990205,MODEM MEDIA POPPE TYSON INC,60753310,86727
20000606,MODEM MEDIA INC,60753310,86727
19940210,MODERN MEDICAL MODALITIES CORP,60766010,80255
19990312,MODERN MEDICAL MODALITIES CORP,60766030,80255
19990217,MODTECH HOLDINGS INC,60783C10,76228
19920401,MOHAWK INDUSTRIES INC,60819010,77496
20000328,MOLDFLOW CORP,60850710,87791
19830725,MOLECULAR BIOSYSTEMS INC,60851310,54771
19930205,MOLECULAR DYNAMICS INC,60851410,78895
19951213,MOLECULAR DEVICES CORP,60851C10,82722
20070202,MOLECULAR INSIGHT PHARMS INC,60852M10,91820
19721214,MOLEX INC,60855410,54827
19900726,MOLEX INC,60855420,76234
19930211,MOLTEN METAL TECHNOLOGY INC,60871210,78897
19970602,MOLTEN METAL TECHNOLOGY INC,60871220,78897
20100729,MOLYCORP INC DE,60875310,11999
19990119,MOMENTUM BUSINESS APPLICATNS INC,60877P10,86587
19900319,MOMENTUM DISTRIBUTION INC,60878010,76108
19930915,MOMENTUM CORP,60878010,76108
19930629,MONACO FINANCE INC,60886810,76547
19930924,MONACO COACH CORP,60886R10,79607
19961211,MONEYGRAM PAYMENT SYSTEMS INC,60891010,84371
19970718,MONARCH DENTAL CORP,60904410,85193
20010619,MONARCH DENTAL CORP,60904420,85193
20020830,MONARCH COMMUNITY BANCORP INC,60904510,89484
20060602,MONARCH FINANCIAL HOLDINGS INC,60907Q10,89799
19981116,MONARCH SERVICES INC,60917610,54843
19930610,ROBERT MONDAVI CORP THE,60920010,79289
20121002,MONDELEZ INTERNATIONAL INC,60920710,89006
19910920,MONEY STORE INC,60934T10,76829
20040623,MONEYGRAM INTERNATIONAL INC,60935Y10,90213
20111115,MONEYGRAM INTERNATIONAL INC,60935Y20,90213
19870730,MONITEK TECHNOLOGIES INC,60939310,11559
19850516,MONITERM CORP,60939510,90254
19921120,MONK AUSTIN INC,60945110,78085
19721214,MONMOUTH CAPITAL CORP,60952410,54974
20030512,MONMOUTH COMMUNITY BANCORP,60953910,89740
19721214,MONMOUTH REAL ESTATE INVT TR,60972010,55029
19901001,MONMOUTH REAL ESTATE INVT CORP,60972010,55029
19970627,MONOCACY BANCSHARES INC,60975310,85024
19810804,MONOCLONAL ANTIBODIES INC,60975510,55037
20010628,MONOLITHIC SYSTEM TECHNOLOGY INC,60984210,89029
19940505,MONROC INC,61024210,80558
20010530,MONROE BANCORP,61031310,88979
19680102,MONSANTO CO,61166210,18382
20001018,MONSANTO CO NEW,61166W10,88668
20030501,MONSTER WORLDWIDE INC,61174210,84342
20020628,MONTANA MILLS BREAD CO INC,61207110,89434
19880831,MONTANA NATURALS INTL INC,61208110,12228
19890302,MONTCLAIR BANCORP INC,61219010,11145
